Year,County,1_br,2_br,3_br,4_br,Est. Population
2013,Bastrop,834,1050,1421,1723,74171
2013,Baylor,466,630,785,914,3726
2013,Bee,531,642,946,1040,31861
2013,Bell,595,792,1167,1324,310235
2013,Bexar,693,870,1134,1244,1714773
2013,Blanco,634,858,1069,1147,10497
2013,Borden,517,665,828,965,641
2013,Bosque,482,626,919,1035,18212
2013,Bowie,579,712,887,952,92565
2013,Brazoria,656,843,1162,1434,313166
2013,Brazos,679,837,1210,1451,194851
2013,Brewster,564,763,950,1107,9232
2013,Briscoe,486,626,835,908,1637
2013,Brooks,528,626,922,926,7223
2013,Brown,517,699,897,1238,38106
2013,Burleson,679,837,1210,1451,17187
2013,Burnet,497,672,990,1190,42750
2013,Caldwell,834,1050,1421,1723,38066
2013,Calhoun,502,679,848,1066,21381
2013,Callahan,604,814,1031,1314,13544
2013,Cameron,524,653,855,950,406220
2013,Camp,528,626,809,923,12401
2013,Carson,576,757,1033,1081,6182
2013,Cass,491,626,862,1109,30464
2013,Castro,533,632,787,911,8062
2013,Chambers,765,945,1290,1595,35096
2013,Cherokee,521,626,813,874,50845
2013,Childress,594,704,877,1021,7041
2013,Clay,552,690,977,1119,10752
2013,Cochran,463,626,922,926,3127
2013,Coke,463,626,780,908,3320
2013,Coleman,463,626,922,1109,8895
2013,Collin,701,887,1183,1429,782341
2013,Collingsworth,486,626,922,926,3057
2013,Colorado,494,669,960,1184,20874
2013,Comal,693,870,1134,1244,108472
2013,Comanche,463,626,780,908,13974
2013,Concho,766,1036,1290,1503,4087
2013,Cooke,592,801,1046,1070,38437
2013,Coryell,595,792,1167,1324,75388
2013,Cottle,540,665,980,983,1505
2013,Crane,688,886,1103,1285,4375
2013,Crockett,475,643,948,951,3719
2013,Crosby,562,738,1077,1241,6059
2013,Culberson,486,626,896,908,2398
2013,Dallam,578,685,1000,1004,6703
2013,Dallas,701,887,1183,1429,2368139
2013,Dawson,521,626,922,926,13833
2013,Deaf,482,652,908,912,19372
2013,Delta,701,887,1183,1429,5231
2013,Denton,701,887,1183,1429,662614
2013,DeWitt,463,626,780,908,20097
2013,Dickens,506,651,811,944,2444
2013,Dimmit,528,626,780,837,9996
2013,Donley,480,649,808,941,3677
2013,Duval,550,652,812,946,11782
2013,Eastland,463,626,780,1101,18583
2013,Ector,764,983,1251,1313,137130
2013,Edwards,519,668,832,969,2002
2013,Ellis,701,887,1183,1429,149610
2013,El,572,706,1001,1200,800647
2013,Erath,537,705,947,950,37890
2013,Falls,463,626,864,867,17866
2013,Fannin,497,673,925,1090,33915
2013,Fayette,539,729,920,974,24554
2013,Fisher,463,626,922,926,3974
2013,Floyd,528,626,922,1079,6446
2013,Foard,486,626,922,926,1336
2013,Fort,765,945,1290,1595,585375
2013,Franklin,463,626,922,1109,10605
2013,Freestone,571,773,963,1121,19816
2013,Frio,528,626,922,1109,17217
2013,Gaines,463,626,880,937,17526
2013,Galveston,765,945,1290,1595,291309
2013,Garza,528,626,922,926,6461
2013,Gillespie,662,895,1115,1585,24837
2013,Glasscock,517,665,828,965,1226
2013,Goliad,570,721,898,1150,7210
2013,Gonzales,463,626,922,928,19807
2013,Gray,496,636,798,1010,22535
2013,Grayson,626,809,1089,1386,120877
2013,Gregg,642,788,981,1261,121730
2013,Grimes,511,639,852,927,26604
2013,Guadalupe,693,870,1134,1244,131533
2013,Hale,491,626,852,1039,36273
2013,Hall,486,626,922,926,3353
2013,Hamilton,463,626,922,926,8517
2013,Hansford,532,631,834,938,5613
2013,Hardeman,613,789,983,1145,4139
2013,Hardin,643,797,1045,1065,54635
2013,Harris,765,945,1290,1595,4092459
2013,Harrison,553,690,905,922,65631
2013,Hartley,463,626,869,908,6062
2013,Haskell,486,626,922,926,5899
2013,Hays,834,1050,1421,1723,157107
2013,Hemphill,601,729,908,1057,3807
2013,Henderson,657,805,1055,1302,78532
2013,Hidalgo,501,652,812,991,774769
2013,Hill,522,706,958,1019,35089
2013,Hockley,543,732,912,978,22935
2013,Hood,647,875,1171,1239,51182
2013,Hopkins,520,704,903,1136,35161
2013,Houston,467,632,903,906,23732
2013,Howard,499,675,875,1002,35012
2013,Hudspeth,486,626,922,926,3476
2013,Hunt,701,887,1183,1429,86129
2013,Hutchinson,528,670,850,895,22150
2013,Irion,537,717,995,1066,1599
2013,Jack,545,646,805,1144,9044
2013,Jackson,536,682,924,1208,14075
2013,Jasper,526,677,843,905,35710
2013,Jeff,528,626,835,908,2342
2013,Jefferson,643,797,1045,1065,252273
2013,Jim,528,626,794,908,5300
2013,Jim,572,745,928,996,40838
2013,Johnson,714,924,1239,1475,150934
2013,Jones,604,814,1031,1314,20202
2013,Karnes,528,626,922,1109,14824
2013,Kaufman,701,887,1183,1429,103350
2013,Kendall,769,912,1344,1615,33410
2013,Kenedy,598,770,1027,1117,416
2013,Kent,599,771,960,1118,808
2013,Kerr,647,819,1158,1162,49625
2013,Kimble,481,651,811,870,4607
2013,King,517,665,828,965,286
2013,Kinney,479,626,922,926,3598
2013,Kleberg,556,752,1032,1332,32061
2013,Knox,486,626,780,837,3719
2013,Lamar,531,630,918,1092,49793
2013,Lamb,528,626,836,1008,13977
2013,Lampasas,541,642,946,1057,19677
2013,La,463,626,922,926,6886
2013,Lavaca,463,626,898,908,19263
2013,Lee,536,635,936,939,16612
2013,Leon,479,631,820,985,16801
2013,Liberty,765,945,1290,1595,75643
2013,Limestone,531,705,993,1001,23384
2013,Lipscomb,511,691,861,923,3302
2013,Live,611,725,903,969,11531
2013,Llano,469,635,936,939,19301
2013,Loving,517,665,887,965,82
2013,Lubbock,562,738,1077,1241,278831
2013,Lynn,528,626,922,926,5915
2013,McCulloch,463,626,910,914,8283
2013,McLennan,560,758,993,1110,234906
2013,McMullen,517,665,980,983,707
2013,Madison,528,626,922,926,13664
2013,Marion,500,676,842,981,10546
2013,Martin,622,737,918,1069,4799
2013,Mason,486,626,922,926,4012
2013,Matagorda,515,697,944,1234,36702
2013,Maverick,528,626,890,908,54258
2013,Medina,511,692,914,990,46006
2013,Menard,467,626,849,908,2242
2013,Midland,719,937,1167,1295,136872
2013,Milam,494,626,922,1109,24757
2013,Mills,488,626,922,1109,4936
2013,Mitchell,528,626,900,1109,9403
2013,Montague,489,662,932,935,19719
2013,Montgomery,765,945,1290,1595,455746
2013,Moore,539,665,828,1103,21904
2013,Morris,470,626,897,908,12934
2013,Motley,486,626,780,908,1210
2013,Nacogdoches,614,771,960,1030,64524
2013,Navarro,572,750,941,1007,47735
2013,Newton,519,626,780,837,14445
2013,Nolan,528,626,922,1109,15216
2013,Nueces,661,847,1122,1319,340223
2013,Ochiltree,528,626,882,908,10223
2013,Oldham,578,685,1009,1213,2052
2013,Orange,643,797,1045,1065,81837
2013,Palo,551,745,998,1047,28111
2013,Panola,463,626,799,1109,23796
2013,Parker,714,924,1239,1475,116927
2013,Parmer,528,626,821,1059,10269
2013,Pecos,517,626,828,1109,15507
2013,Polk,466,626,917,1055,45413
2013,Potter,576,757,1033,1081,121073
2013,Presidio,528,626,922,926,7818
2013,Rains,463,626,922,926,10914
2013,Randall,576,757,1033,1081,120725
2013,Reagan,538,663,827,962,3367
2013,Real,463,626,922,926,3309
2013,Red,463,626,820,1109,12860
2013,Reeves,498,626,922,1109,13783
2013,Refugio,497,673,963,976,7383
2013,Roberts,517,665,828,965,929
2013,Robertson,679,837,1210,1451,16622
2013,Rockwall,701,887,1183,1429,78337
2013,Runnels,528,626,922,1109,10501
2013,Rusk,505,681,900,1089,53330
2013,Sabine,528,626,922,926,10834
2013,San,463,626,780,1081,8865
2013,San,765,945,1290,1595,26384
2013,San,661,847,1122,1319,64804
2013,San,463,626,851,1109,6131
2013,Schleicher,489,662,824,960,3461
2013,Scurry,463,626,922,926,16921
2013,Shackelford,486,626,922,926,3378
2013,Shelby,463,626,780,908,25448
2013,Sherman,528,626,865,908,3034
2013,Smith,665,789,1047,1054,209714
2013,Somervell,528,626,922,1109,8490
2013,Starr,463,626,780,998,60968
2013,Stephens,488,660,862,957,9630
2013,Sterling,606,719,1031,1043,1143
2013,Stonewall,497,626,915,918,1490
2013,Sutton,510,626,801,908,4128
2013,Swisher,463,626,841,908,7854
2013,Tarrant,714,924,1239,1475,1809034
2013,Taylor,604,814,1031,1314,131506
2013,Terrell,558,662,883,960,984
2013,Terry,478,626,802,908,12651
2013,Throckmorton,486,626,922,926,1641
2013,Titus,495,633,793,911,32334
2013,Tom,537,717,995,1066,110224
2013,Travis,834,1050,1421,1723,1024266
2013,Trinity,522,626,922,1109,14585
2013,Tyler,504,651,959,963,21766
2013,Upshur,642,788,981,1261,39309
2013,Upton,528,626,849,908,3355
2013,Uvalde,562,666,915,966,26405
2013,Val,486,657,952,955,48879
2013,Van,540,730,945,976,52579
2013,Victoria,570,721,898,1150,86793
2013,Walker,605,717,974,978,67861
2013,Waller,765,945,1290,1595,43205
2013,Ward,528,626,780,837,10658
2013,Washington,698,835,1063,1116,33718
2013,Webb,586,736,967,1001,250304
2013,Wharton,534,723,955,966,41280
2013,Wheeler,528,626,900,908,5410
2013,Wichita,552,690,977,1119,131500
2013,Wilbarger,517,700,951,1015,13535
2013,Willacy,463,626,830,1109,22134
2013,Williamson,834,1050,1421,1723,422679
2013,Wilson,693,870,1134,1244,42918
2013,Winkler,477,645,950,954,7110
2013,Wise,594,803,1000,1073,59127
2013,Wood,497,672,903,1146,41964
2013,Yoakum,523,673,911,976,7879
2013,Young,531,719,922,961,18550
2013,Zapata,463,626,780,908,14018
2013,Zavala,528,626,922,926,11677
2012,Anderson,580,668,879,1153,55109
2012,Andrews,516,606,811,906,13004
2012,Angelina,654,732,947,977,80130
2012,Aransas,570,679,990,1020,22497
2012,Archer,596,709,995,1025,8854
2012,Armstrong,557,696,959,1075,2148
2012,Atascosa,471,622,786,809,38628
2012,Austin,558,671,890,919,23590
2012,Bailey,755,879,1144,1449,6594
2012,Bandera,616,760,980,1191,17645
2012,Bastrop,812,989,1331,1516,57733
2012,Baylor,484,602,767,910,4093
2012,Bee,509,610,819,917,32359
2012,Bell,535,680,989,1192,237974
2012,Bexar,616,760,980,1191,1392931
2012,Blanco,563,712,935,1071,8418
2012,Borden,525,634,818,844,729
2012,Bosque,509,612,744,891,17204
2012,Bowie,505,622,759,825,89306
2012,Brazoria,684,786,1084,1164,241767
2012,Brazos,609,743,941,970,152415
2012,Brewster,621,817,977,1059,8866
2012,Briscoe,478,584,778,802,1790
2012,Brooks,521,584,835,929,7976
2012,Brown,536,676,859,986,37674
2012,Burleson,609,743,941,970,16470
2012,Burnet,522,686,863,888,34147
2012,Caldwell,812,989,1331,1516,32194
2012,Calhoun,519,665,838,1122,20647
2012,Callahan,569,718,935,1183,12905
2012,Cameron,535,613,758,856,335227
2012,Camp,475,584,797,822,11549
2012,Carson,557,696,959,1075,6516
2012,Cass,526,584,802,944,30438
2012,Castro,478,584,778,802,8285
2012,Chambers,772,937,1249,1570,26031
2012,Cherokee,523,587,785,817,46659
2012,Childress,514,628,836,863,7688
2012,Clay,596,709,995,1025,11006
2012,Cochran,502,584,760,963,3730
2012,Coke,459,584,840,916,3864
2012,Coleman,462,584,767,878,9235
2012,Collin,719,868,1130,1337,491675
2012,Collingsworth,478,584,778,802,3206
2012,Colorado,590,669,884,909,20390
2012,Comal,616,760,980,1191,78021
2012,Comanche,493,584,743,811,14026
2012,Concho,811,980,1264,1305,3966
2012,Cooke,604,762,940,969,36363
2012,Coryell,535,680,989,1192,74978
2012,Cottle,510,634,808,959,1904
2012,Crane,603,687,892,1059,3996
2012,Crockett,490,592,764,789,4099
2012,Crosby,582,735,1041,1074,7072
2012,Culberson,513,584,758,900,2975
2012,Dallam,494,652,779,799,6222
2012,Dallas,719,868,1130,1337,2218899
2012,Dawson,484,584,753,778,14985
2012,Deaf,536,647,940,1071,18561
2012,Delta,719,868,1130,1337,5327
2012,Denton,719,868,1130,1337,432976
2012,DeWitt,448,584,763,825,20013
2012,Dickens,502,584,760,963,2762
2012,Dimmit,481,584,795,943,10248
2012,Donley,529,646,860,888,3828
2012,Duval,506,584,778,828,13120
2012,Eastland,493,584,743,811,18297
2012,Ector,549,719,1036,1204,121123
2012,Edwards,481,584,795,943,2162
2012,Ellis,719,868,1130,1337,111360
2012,El,559,666,955,1133,679622
2012,Erath,531,663,809,833,33001
2012,Falls,519,584,745,773,18576
2012,Fannin,552,658,821,845,31242
2012,Fayette,515,624,775,798,21804
2012,Fisher,452,584,835,907,4344
2012,Floyd,502,584,760,963,7771
2012,Foard,470,584,744,883,1622
2012,Fort,772,937,1249,1570,354452
2012,Franklin,514,621,761,915,9458
2012,Freestone,625,704,920,948,17867
2012,Frio,480,584,739,880,16252
2012,Gaines,517,584,758,908,14467
2012,Galveston,772,937,1249,1570,250158
2012,Garza,502,584,760,963,4872
2012,Gillespie,629,827,1145,1179,20814
2012,Glasscock,525,634,818,844,1406
2012,Goliad,568,727,905,1072,6928
2012,Gonzales,457,584,849,874,18628
2012,Gray,453,584,733,756,22744
2012,Grayson,603,708,930,1076,110595
2012,Gregg,577,662,906,932,111379
2012,Grimes,579,645,840,865,23552
2012,Guadalupe,616,760,980,1191,89023
2012,Hale,509,599,734,819,36602
2012,Hall,478,584,778,802,3782
2012,Hamilton,462,584,767,878,8229
2012,Hansford,499,609,811,837,5369
2012,Hardeman,470,585,745,885,4724
2012,Hardin,578,691,857,888,48073
2012,Harris,772,937,1249,1570,3400578
2012,Harrison,480,632,817,841,62110
2012,Hartley,509,622,829,855,5537
2012,Haskell,452,584,835,907,6093
2012,Hays,812,989,1331,1516,97589
2012,Hemphill,478,584,778,802,3351
2012,Henderson,530,697,914,942,73277
2012,Hidalgo,532,627,752,864,569463
2012,Hill,603,668,946,1032,32321
2012,Hockley,556,672,933,962,22716
2012,Hood,717,798,1054,1400,41100
2012,Hopkins,558,681,864,1195,31960
2012,Houston,560,628,752,814,23185
2012,Howard,530,634,890,915,33627
2012,Hudspeth,513,584,758,900,3344
2012,Hunt,719,868,1130,1337,76596
2012,Hutchinson,487,584,699,869,23857
2012,Irion,581,740,1058,1157,1771
2012,Jack,534,664,846,1004,8763
2012,Jackson,558,663,808,1166,14391
2012,Jasper,506,607,751,868,35604
2012,Jeff,557,634,823,977,2207
2012,Jefferson,578,691,857,888,252051
2012,Jim,521,584,835,929,5281
2012,Jim,601,669,889,917,39326
2012,Johnson,709,863,1153,1277,126811
2012,Jones,569,718,935,1183,20785
2012,Karnes,446,584,764,827,15446
2012,Kaufman,719,868,1130,1337,71313
2012,Kendall,661,796,1159,1398,23743
2012,Kenedy,678,760,1086,1209,414
2012,Kent,596,770,1101,1196,859
2012,Kerr,697,784,1011,1043,43653
2012,Kimble,533,644,831,858,4468
2012,King,545,634,825,1045,356
2012,Kinney,481,584,795,943,3379
2012,Kleberg,632,710,1037,1250,31549
2012,Knox,470,584,744,883,4253
2012,Lamar,496,622,784,876,48499
2012,Lamb,502,584,760,963,14709
2012,Lampasas,484,584,852,998,17762
2012,La,481,584,795,943,5866
2012,Lavaca,515,584,771,793,19210
2012,Lee,542,602,824,849,15657
2012,Leon,547,609,793,817,15335
2012,Liberty,772,937,1249,1570,70154
2012,Limestone,586,647,828,857,22051
2012,Lipscomb,516,630,839,866,3057
2012,Live,583,673,896,954,12309
2012,Llano,537,707,846,871,17044
2012,Loving,557,634,823,977,67
2012,Lubbock,582,735,1041,1074,242628
2012,Lynn,502,584,760,963,6550
2012,McCulloch,495,594,865,892,8205
2012,McLennan,606,754,944,975,213517
2012,McMullen,550,634,844,899,851
2012,Madison,524,584,760,783,12940
2012,Marion,532,653,891,919,10941
2012,Martin,601,726,937,967,4746
2012,Mason,484,584,753,778,3738
2012,Matagorda,564,660,962,1160,37957
2012,Maverick,488,584,849,875,47297
2012,Medina,516,607,726,883,39304
2012,Menard,484,584,753,778,2360
2012,Midland,598,787,1147,1358,116009
2012,Milam,470,584,756,803,24238
2012,Mills,462,584,767,878,5151
2012,Mitchell,452,584,835,907,9698
2012,Montague,597,665,839,1166,19117
2012,Montgomery,772,937,1249,1570,293768
2012,Moore,554,638,929,956,20121
2012,Morris,484,584,715,860,13048
2012,Motley,502,584,760,963,1426
2012,Nacogdoches,639,754,900,1234,59203
2012,Navarro,604,729,886,914,45124
2012,Newton,498,600,780,1051,15072
2012,Nolan,454,584,753,1023,15802
2012,Nueces,663,823,1130,1231,313645
2012,Ochiltree,484,591,826,850,9006
2012,Oldham,557,680,906,934,2185
2012,Orange,578,691,857,888,84966
2012,Palo,556,689,952,978,27026
2012,Panola,526,584,711,1026,22756
2012,Parker,709,863,1153,1277,88495
2012,Parmer,478,584,778,802,10016
2012,Pecos,526,584,708,857,16809
2012,Polk,544,646,773,796,41133
2012,Potter,557,696,959,1075,113546
2012,Presidio,513,584,758,900,7304
2012,Rains,519,646,871,897,9139
2012,Randall,557,696,959,1075,104312
2012,Reagan,535,646,833,860,3326
2012,Real,481,584,795,943,3047
2012,Red,484,584,715,860,14314
2012,Reeves,517,584,749,908,13137
2012,Refugio,575,663,883,940,7828
2012,Roberts,519,634,844,871,887
2012,Robertson,609,743,941,970,16000
2012,Rockwall,719,868,1130,1337,43080
2012,Runnels,484,584,753,778,11495
2012,Rusk,487,584,699,719,47372
2012,Sabine,485,584,759,1023,10469
2012,San,485,584,759,1023,8946
2012,San,772,937,1249,1570,22246
2012,San,663,823,1130,1231,67138
2012,San,497,628,825,945,6186
2012,Schleicher,503,607,783,809,2935
2012,Scurry,456,584,850,933,16361
2012,Shackelford,452,584,835,907,3302
2012,Shelby,486,584,839,1023,25224
2012,Sherman,522,637,848,875,3186
2012,Smith,684,770,1055,1153,174706
2012,Somervell,493,584,746,811,6809
2012,Starr,528,584,851,1029,53597
2012,Stephens,512,674,928,1008,9674
2012,Sterling,525,634,818,844,1393
2012,Stonewall,452,584,835,907,1693
2012,Sutton,484,584,753,778,4077
2012,Swisher,478,584,778,802,8378
2012,Tarrant,709,863,1153,1277,1446219
2012,Taylor,569,718,935,1183,126555
2012,Terrell,513,584,758,900,1081
2012,Terry,500,584,767,961,12761
2012,Throckmorton,512,661,945,1027,1850
2012,Titus,514,610,733,1071,28118
2012,Tom,581,740,1058,1157,104010
2012,Travis,812,989,1331,1516,812280
2012,Trinity,521,584,699,757,13779
2012,Tyler,557,669,862,1116,20871
2012,Upshur,577,662,906,932,35291
2012,Upton,484,584,753,778,3404
2012,Uvalde,681,767,999,1345,25926
2012,Val,500,590,734,855,44856
2012,Van,562,687,960,989,48140
2012,Victoria,568,727,905,1072,84088
2012,Walker,647,782,1006,1303,61758
2012,Waller,772,937,1249,1570,32663
2012,Ward,491,584,728,864,10909
2012,Washington,694,769,1079,1114,30373
2012,Webb,582,696,910,1192,193117
2012,Wharton,596,661,875,901,41188
2012,Wheeler,478,584,778,802,5284
2012,Wichita,596,709,995,1025,131664
2012,Wilbarger,534,690,886,988,14676
2012,Willacy,576,639,930,1035,20082
2012,Williamson,812,989,1331,1516,249967
2012,Wilson,616,760,980,1191,32408
2012,Winkler,587,668,867,1029,7173
2012,Wise,593,713,871,968,48793
2012,Wood,462,610,889,1069,36752
2012,Yoakum,576,671,873,1106,7322
2012,Young,532,701,890,1035,17943
2012,Zapata,521,584,835,929,12182
2012,Zavala,481,584,795,943,11600
