Year,County,1_br,2_br,3_br,4_br,Est. Population
2020,Moore,591,752,945,1131,22015
2020,Morris,542,714,1030,1238,12530
2020,Motley,570,714,948,1074,1115
2020,Nacogdoches,670,817,1071,1243,65410
2020,Navarro,601,792,1118,1253,48240
2020,Newton,575,714,979,982,14185
2020,Nolan,542,714,937,1254,14990
2020,Nueces,789,999,1336,1553,358485
2020,Ochiltree,588,736,934,1143,10485
2020,Oldham,764,986,1229,1508,2085
2020,Orange,688,857,1115,1180,83910
2020,Palo,599,771,1031,1227,28110
2020,Panola,563,741,923,1073,23575
2020,Parker,945,1165,1579,1980,125965
2020,Parmer,627,714,940,1254,9870
2020,Pecos,646,844,1162,1482,15805
2020,Polk,577,732,1000,1062,46975
2020,Potter,675,872,1192,1334,121230
2020,Presidio,570,714,1030,1074,7190
2020,Rains,594,714,964,975,11245
2020,Randall,675,872,1192,1334,130550
2020,Reagan,620,787,981,1183,3735
2020,Real,643,805,1076,1211,3360
2020,Red,542,714,890,1074,12355
2020,Reeves,654,744,1043,1119,14790
2020,Refugio,643,732,918,1101,7295
2020,Roberts,592,741,984,1114,890
2020,Robertson,791,938,1353,1647,16725
2020,Rockwall,1093,1314,1727,2262,90415
2020,Runnels,542,714,890,967,10265
2020,Rusk,621,818,1058,1337,53025
2020,Sabine,627,714,1030,1074,10430
2020,San,554,727,906,1093,8405
2020,San,570,714,964,967,27435
2020,San,789,999,1336,1553,66865
2020,San,542,714,977,1074,5850
2020,Schleicher,592,741,984,1114,3120
2020,Scurry,677,836,1122,1375,17345
2020,Shackelford,570,714,1030,1074,3350
2020,Shelby,542,714,928,1178,25690
2020,Sherman,627,714,983,987,3065
2020,Smith,765,923,1175,1512,222275
2020,Somervell,731,879,1258,1504,8650
2020,Starr,563,714,892,1074,63420
2020,Stephens,556,714,1030,1074,9365
2020,Sterling,592,741,984,1114,1140
2020,Stonewall,592,741,984,1114,1085
2020,Sutton,627,714,948,1074,3895
2020,Swisher,542,714,963,972,7540
2020,Tarrant,945,1165,1579,1980,1983675
2020,Taylor,655,863,1134,1464,135370
2020,Terrell,651,815,1083,1226,720
2020,Terry,542,714,964,967,12755
2020,Throckmorton,570,714,1030,1074,1540
2020,Titus,591,714,944,1254,32665
2020,Tom,740,963,1284,1529,116905
2020,Travis,1134,1356,1763,2128,1176585
2020,Trinity,612,806,1004,1212,14480
2020,Tyler,627,714,900,1254,21455
2020,Upshur,781,918,1228,1464,40505
2020,Upton,627,714,1024,1074,3575
2020,Uvalde,627,714,890,1074,27015
2020,Val,542,714,964,967,48975
2020,Van,582,766,1054,1131,53605
2020,Victoria,815,1002,1296,1429,91520
2020,Walker,744,898,1119,1577,70820
2020,Waller,908,1096,1485,1878,48445
2020,Ward,567,737,966,1108,11500
2020,Washington,756,861,1073,1428,34665
2020,Webb,687,862,1132,1293,269625
2020,Wharton,614,717,933,1259,41430
2020,Wheeler,627,714,890,1059,5600
2020,Wichita,605,784,1079,1308,131780
2020,Wilbarger,627,714,1007,1107,12970
2020,Willacy,543,714,950,967,21840
2020,Williamson,1134,1356,1763,2128,508315
2020,Wilson,851,1051,1372,1691,47205
2020,Winkler,570,714,1030,1074,7775
2020,Wise,929,1057,1317,1482,63245
2020,Wood,579,756,1006,1327,43315
2020,Yoakum,627,714,890,1074,8480
2020,Young,542,714,956,1074,18165
2020,Zapata,627,714,1030,1074,14415
2020,Zavala,627,714,890,1074,12150
2019,Anderson,661,761,1070,1337,58458
2019,Andrews,783,1036,1298,1820,14786
2019,Angelina,705,807,1067,1112,86771
2019,Aransas,816,934,1350,1418,23158
2019,Archer,599,772,1069,1356,9054
2019,Armstrong,654,849,1148,1293,1901
2019,Atascosa,645,853,1088,1259,44911
2019,Austin,792,1009,1264,1772,28417
2019,Bailey,611,700,1012,1079,7165
2019,Bandera,844,1050,1379,1689,20485
2019,Bastrop,1086,1315,1734,2099,74171
2019,Baylor,535,700,1012,1079,3726
2019,Bee,679,854,1235,1382,31861
2019,Bell,593,780,1124,1370,310235
2019,Bexar,844,1050,1379,1689,1714773
2019,Blanco,637,843,1114,1374,10497
2019,Borden,597,751,997,1157,641
2019,Bosque,532,704,882,952,18212
2019,Bowie,625,798,1018,1255,92565
2019,Brazoria,935,1083,1445,1902,313166
2019,Brazos,767,911,1317,1600,194851
2019,Brewster,596,789,1063,1067,9232
2019,Briscoe,557,700,883,1079,1637
2019,Brooks,557,700,877,1079,7223
2019,Brown,598,705,1019,1140,38106
2019,Burleson,767,911,1317,1600,17187
2019,Burnet,723,828,1188,1298,42750
2019,Caldwell,1086,1315,1734,2099,38066
2019,Calhoun,701,831,1041,1460,21381
2019,Callahan,621,822,1064,1367,13544
2019,Cameron,563,718,964,1104,406220
2019,Camp,615,704,1016,1085,12401
2019,Carson,654,849,1148,1293,6182
2019,Cass,529,700,1012,1230,30464
2019,Castro,591,728,912,1122,8062
2019,Chambers,907,1104,1509,1897,35096
2019,Cherokee,541,715,934,1006,50845
2019,Childress,593,746,1079,1149,7041
2019,Clay,599,772,1069,1356,10752
2019,Cochran,536,700,881,1079,3127
2019,Coke,529,700,877,1079,3320
2019,Coleman,529,700,943,946,8895
2019,Collin,989,1201,1600,2080,782341
2019,Collingsworth,557,700,877,1079,3057
2019,Colorado,529,700,1012,1230,20874
2019,Comal,844,1050,1379,1689,108472
2019,Comanche,610,700,1012,1079,13974
2019,Concho,737,933,1231,1478,4087
2019,Cooke,651,817,1100,1104,38437
2019,Coryell,593,780,1124,1370,75388
2019,Cottle,650,817,1085,1259,1505
2019,Crane,557,700,1012,1079,4375
2019,Crockett,557,700,1012,1079,3719
2019,Crosby,726,880,1272,1546,6059
2019,Culberson,609,700,930,1079,2398
2019,Dallam,702,804,1007,1239,6703
2019,Dallas,989,1201,1600,2080,2368139
2019,Dawson,611,700,1012,1079,13833
2019,Deaf,610,807,1028,1091,19372
2019,Delta,529,700,943,1044,5231
2019,Denton,989,1201,1600,2080,662614
2019,DeWitt,548,725,976,1117,20097
2019,Dickens,611,700,930,1079,2444
2019,Dimmit,597,751,997,1157,9996
2019,Donley,545,700,1012,1079,3677
2019,Duval,557,700,953,1028,11782
2019,Eastland,529,700,877,946,18583
2019,Ector,899,1144,1433,1906,137130
2019,Edwards,597,751,997,1157,2002
2019,Ellis,989,1201,1600,2080,149610
2019,El,678,831,1189,1416,800647
2019,Erath,683,829,1116,1121,37890
2019,Falls,529,700,877,1115,17866
2019,Fannin,561,742,1052,1199,33915
2019,Fayette,584,749,1083,1154,24554
2019,Fisher,557,700,937,1079,3974
2019,Floyd,611,700,877,1015,6446
2019,Foard,597,751,997,1157,1336
2019,Fort,907,1104,1509,1897,585375
2019,Franklin,547,700,882,1230,10605
2019,Freestone,577,700,1012,1230,19816
2019,Frio,611,700,921,1230,17217
2019,Gaines,557,700,1012,1230,17526
2019,Galveston,907,1104,1509,1897,291309
2019,Garza,557,700,1012,1230,6461
2019,Gillespie,736,974,1363,1471,24837
2019,Glasscock,597,751,997,1157,1226
2019,Goliad,784,960,1251,1328,7210
2019,Gonzales,537,710,978,1094,19807
2019,Gray,584,772,969,1190,22535
2019,Grayson,708,892,1212,1354,120877
2019,Gregg,766,910,1195,1431,121730
2019,Grimes,529,700,992,1079,26604
2019,Guadalupe,844,1050,1379,1689,131533
2019,Hale,602,700,1012,1079,36273
2019,Hall,568,700,1012,1079,3353
2019,Hamilton,572,711,944,1096,8517
2019,Hansford,577,739,926,1139,5613
2019,Hardeman,529,700,930,1079,4139
2019,Hardin,745,920,1187,1310,54635
2019,Harris,907,1104,1509,1897,4092459
2019,Harrison,680,799,1046,1080,65631
2019,Hartley,701,803,1161,1237,6062
2019,Haskell,611,700,877,1079,5899
2019,Hays,1086,1315,1734,2099,157107
2019,Hemphill,623,752,1002,1321,3807
2019,Henderson,641,817,1081,1290,78532
2019,Hidalgo,586,757,963,1097,774769
2019,Hill,588,754,945,1019,35089
2019,Hockley,589,744,932,1146,22935
2019,Hood,814,983,1326,1651,51182
2019,Hopkins,586,745,1025,1176,35161
2019,Houston,538,712,892,962,23732
2019,Howard,716,881,1104,1240,35012
2019,Hudspeth,700,858,1075,1461,3476
2019,Hunt,989,1201,1600,2080,86129
2019,Hutchinson,590,781,996,1289,22150
2019,Irion,732,958,1293,1539,1599
2019,Jack,640,847,1061,1239,9044
2019,Jackson,637,828,1157,1161,14075
2019,Jasper,594,786,985,1062,35710
2019,Jeff,847,1065,1414,1496,2342
2019,Jefferson,745,920,1187,1310,252273
2019,Jim,586,700,1012,1079,5300
2019,Jim,626,828,1037,1119,40838
2019,Johnson,853,1068,1460,1851,150934
2019,Jones,621,822,1064,1367,20202
2019,Karnes,581,769,963,1185,14824
2019,Kaufman,989,1201,1600,2080,103350
2019,Kendall,984,1217,1525,2138,33410
2019,Kenedy,597,751,997,1157,416
2019,Kent,557,700,1012,1079,808
2019,Kerr,735,842,1178,1199,49625
2019,Kimble,633,773,968,1191,4607
2019,King,801,1007,1262,1552,286
2019,Kinney,641,806,1010,1242,3598
2019,Kleberg,612,781,1129,1372,32061
2019,Knox,557,700,877,1079,3719
2019,Lamar,600,743,982,1305,49793
2019,Lamb,611,700,896,946,13977
2019,Lampasas,551,729,1054,1203,19677
2019,La,570,754,1090,1162,6886
2019,Lavaca,548,725,1029,1117,19263
2019,Lee,652,820,1110,1263,16612
2019,Leon,562,700,947,1040,16801
2019,Liberty,907,1104,1509,1897,75643
2019,Limestone,605,800,1002,1081,23384
2019,Lipscomb,618,708,945,963,3302
2019,Live,535,700,1012,1230,11531
2019,Llano,615,813,1019,1253,19301
2019,Loving,597,751,997,1157,82
2019,Lubbock,726,880,1272,1546,278831
2019,Lynn,625,715,969,1256,5915
2019,McCulloch,569,753,943,1160,8283
2019,McLennan,628,823,1124,1325,234906
2019,McMullen,597,751,997,1157,707
2019,Madison,623,807,1011,1091,13664
2019,Marion,557,700,919,1230,10546
2019,Martin,560,700,973,976,4799
2019,Mason,776,976,1257,1504,4012
2019,Matagorda,619,754,945,1292,36702
2019,Maverick,546,711,891,1107,54258
2019,Medina,609,806,1097,1313,46006
2019,Menard,565,710,890,1094,2242
2019,Midland,1067,1337,1675,1900,136872
2019,Milam,529,700,927,1230,24757
2019,Mills,557,700,877,1079,4936
2019,Mitchell,529,700,877,1079,9403
2019,Montague,654,865,1084,1333,19719
2019,Montgomery,907,1104,1509,1897,455746
2019,Moore,604,746,963,1149,21904
2019,Morris,559,700,1012,1212,12934
2019,Motley,557,700,930,1079,1210
2019,Nacogdoches,687,831,1090,1309,64524
2019,Navarro,629,779,1057,1254,47735
2019,Newton,568,700,987,991,14445
2019,Nolan,529,700,887,1230,15216
2019,Nueces,876,1110,1484,1725,340223
2019,Ochiltree,603,750,961,1227,10223
2019,Oldham,736,956,1198,1457,2052
2019,Orange,745,920,1187,1310,81837
2019,Palo,601,783,1058,1281,28111
2019,Panola,551,729,913,1139,23796
2019,Parker,853,1068,1460,1851,116927
2019,Parmer,611,700,962,1230,10269
2019,Pecos,650,817,1130,1435,15507
2019,Polk,569,753,981,1125,45413
2019,Potter,654,849,1148,1293,121073
2019,Presidio,557,700,1012,1079,7818
2019,Rains,582,700,1012,1083,10914
2019,Randall,654,849,1148,1293,120725
2019,Reagan,654,749,941,1154,3367
2019,Real,657,752,1030,1159,3309
2019,Red,529,700,877,1079,12860
2019,Reeves,575,723,1012,1114,13783
2019,Refugio,656,751,941,1157,7383
2019,Roberts,597,751,997,1157,929
2019,Robertson,767,911,1317,1600,16622
2019,Rockwall,989,1201,1600,2080,78337
2019,Runnels,529,700,877,946,10501
2019,Rusk,599,792,1043,1121,53330
2019,Sabine,529,700,877,1079,10834
2019,San,556,735,921,1133,8865
2019,San,557,700,952,956,26384
2019,San,876,1110,1484,1725,64804
2019,San,529,700,1012,1079,6131
2019,Schleicher,536,700,930,1079,3461
2019,Scurry,677,851,1172,1439,16921
2019,Shackelford,601,700,1012,1106,3378
2019,Shelby,529,700,889,1063,25448
2019,Sherman,611,700,943,946,3034
2019,Smith,747,908,1178,1443,209714
2019,Somervell,668,815,1141,1407,8490
2019,Starr,546,700,885,1079,60968
2019,Stephens,540,700,1012,1079,9630
2019,Sterling,597,751,997,1157,1143
2019,Stonewall,597,751,997,1157,1490
2019,Sutton,611,700,1011,1079,4128
2019,Swisher,529,700,898,1079,7854
2019,Tarrant,853,1068,1460,1851,1809034
2019,Taylor,621,822,1064,1367,131506
2019,Terrell,665,836,1110,1288,984
2019,Terry,547,724,975,979,12651
2019,Throckmorton,557,700,1012,1079,1641
2019,Titus,567,700,898,1230,32334
2019,Tom,732,958,1293,1539,110224
2019,Travis,1086,1315,1734,2099,1024266
2019,Trinity,607,803,1006,1237,14585
2019,Tyler,618,708,950,1084,21766
2019,Upshur,766,910,1195,1431,39309
2019,Upton,611,700,1012,1079,3355
2019,Uvalde,611,700,890,1079,26405
2019,Val,544,717,1015,1018,48879
2019,Van,583,771,1066,1154,52579
2019,Victoria,784,960,1251,1328,86793
2019,Walker,768,906,1135,1591,67861
2019,Waller,907,1104,1509,1897,43205
2019,Ward,591,728,918,1122,10658
2019,Washington,744,852,1067,1497,33718
2019,Webb,676,857,1130,1307,250304
2019,Wharton,632,772,971,1317,41280
2019,Wheeler,611,700,877,1079,5410
2019,Wichita,599,772,1069,1356,131500
2019,Wilbarger,605,700,1012,1230,13535
2019,Willacy,557,700,943,981,22134
2019,Williamson,1086,1315,1734,2099,422679
2019,Wilson,844,1050,1379,1689,42918
2019,Winkler,557,700,1012,1079,7110
2019,Wise,857,1020,1278,1438,59127
2019,Wood,599,761,1043,1299,41964
2019,Yoakum,611,700,877,1079,7879
2019,Young,529,700,951,1079,18550
2019,Zapata,611,700,1012,1079,14018
2019,Zavala,611,700,877,1079,11677
2017,Anderson,613,723,949,1274,58458
2017,Andrews,759,1009,1262,1599,14786
2017,Angelina,693,799,1059,1123,86771
2017,Aransas,722,833,1213,1383,23158
2017,Archer,601,761,1063,1341,9054
2017,Armstrong,632,828,1088,1306,1901
2017,Atascosa,594,789,1033,1168,44911
2017,Austin,663,877,1112,1545,28417
2017,Bailey,538,681,991,1079,7165
2017,Bandera,768,964,1273,1529,20485
2017,Bastrop,968,1195,1619,1948,74171
2017,Baylor,512,681,852,1079,3726
2017,Bee,655,828,1205,1292,31861
2017,Bell,594,789,1117,1390,310235
2017,Bexar,768,964,1273,1529,1714773
2017,Blanco,661,879,1213,1549,10497
2017,Borden,584,739,975,1171,641
2017,Bosque,541,704,881,970,18212
2017,Bowie,573,720,920,1012,92565
2017,Brazoria,824,974,1283,1716,313166
2017,Brazos,699,845,1230,1489,194851
2017,Brewster,585,778,973,1233,9232
2017,Briscoe,538,681,861,1079,1637
2017,Brooks,538,681,888,1079,7223
2017,Brown,594,714,981,1125,38106
2017,Burleson,699,845,1230,1489,17187
2017,Burnet,685,810,1179,1427,42750
2017,Caldwell,968,1195,1619,1948,38066
2017,Calhoun,712,852,1066,1351,21381
2017,Callahan,617,820,1026,1366,13544
2017,Cameron,536,695,917,1080,406220
2017,Camp,593,684,996,1084,12401
2017,Carson,632,828,1088,1306,6182
2017,Cass,512,681,949,1200,30464
2017,Castro,581,737,922,1168,8062
2017,Chambers,797,976,1333,1690,35096
2017,Cherokee,567,754,989,1106,50845
2017,Childress,619,714,1039,1132,7041
2017,Clay,601,761,1063,1341,10752
2017,Cochran,512,681,991,1079,3127
2017,Coke,525,698,873,1106,3320
2017,Coleman,512,681,991,1141,8895
2017,Collin,837,1031,1390,1774,782341
2017,Collingsworth,538,681,852,1079,3057
2017,Colorado,547,681,991,1200,20874
2017,Comal,768,964,1273,1529,108472
2017,Comanche,518,681,922,1079,13974
2017,Concho,909,1151,1519,1824,4087
2017,Cooke,628,835,1045,1151,38437
2017,Coryell,594,789,1117,1390,75388
2017,Cottle,538,681,899,1079,1505
2017,Crane,538,681,926,1079,4375
2017,Crockett,590,681,991,1079,3719
2017,Crosby,636,789,1149,1390,6059
2017,Culberson,590,681,899,1079,2398
2017,Dallam,693,800,1165,1268,6703
2017,Dallas,837,1031,1390,1774,2368139
2017,Dawson,515,681,991,1079,13833
2017,Deaf,564,750,965,1034,19372
2017,Delta,529,703,1023,1239,5231
2017,Denton,837,1031,1390,1774,662614
2017,DeWitt,556,687,969,1089,20097
2017,Dickens,567,681,899,1079,2444
2017,Dimmit,547,693,867,1098,9996
2017,Donley,512,681,919,1079,3677
2017,Duval,621,786,983,1246,11782
2017,Eastland,512,681,852,939,18583
2017,Ector,1066,1315,1645,2125,137130
2017,Edwards,538,681,899,1079,2002
2017,Ellis,837,1031,1390,1774,149610
2017,El,685,834,1203,1435,800647
2017,Erath,655,804,1034,1108,37890
2017,Falls,512,681,863,1118,17866
2017,Fannin,522,694,975,1131,33915
2017,Fayette,534,710,1034,1125,24554
2017,Fisher,538,681,893,1079,3974
2017,Floyd,590,681,937,1115,6446
2017,Foard,538,681,991,1079,1336
2017,Fort,797,976,1333,1690,585375
2017,Franklin,538,681,859,1200,10605
2017,Freestone,553,681,991,1079,19816
2017,Frio,513,682,930,1081,17217
2017,Gaines,538,681,991,1200,17526
2017,Galveston,797,976,1333,1690,291309
2017,Garza,538,681,991,1079,6461
2017,Gillespie,735,975,1282,1545,24837
2017,Glasscock,584,739,975,1171,1226
2017,Goliad,742,918,1245,1310,7210
2017,Gonzales,515,684,872,1084,19807
2017,Gray,639,752,943,1192,22535
2017,Grayson,625,795,1085,1217,120877
2017,Gregg,720,855,1090,1377,121730
2017,Grimes,518,688,947,948,26604
2017,Guadalupe,768,964,1273,1529,131533
2017,Hale,560,681,962,1079,36273
2017,Hall,557,681,991,1079,3353
2017,Hamilton,539,716,909,1166,8517
2017,Hansford,565,715,894,1133,5613
2017,Hardeman,532,707,933,1120,4139
2017,Hardin,685,832,1071,1171,54635
2017,Harris,797,976,1333,1690,4092459
2017,Harrison,676,805,1070,1189,65631
2017,Hartley,701,809,1031,1282,6062
2017,Haskell,538,681,852,1079,5899
2017,Hays,968,1195,1619,1948,157107
2017,Hemphill,590,681,934,1200,3807
2017,Henderson,562,707,941,1089,78532
2017,Hidalgo,566,734,918,1092,774769
2017,Hill,591,785,982,1136,35089
2017,Hockley,609,809,1012,1282,22935
2017,Hood,663,881,1195,1552,51182
2017,Hopkins,593,777,972,1289,35161
2017,Houston,555,737,952,1016,23732
2017,Howard,666,853,1067,1212,35012
2017,Hudspeth,734,888,1111,1528,3476
2017,Hunt,837,1031,1390,1774,86129
2017,Hutchinson,579,769,975,1355,22150
2017,Irion,758,974,1378,1539,1599
2017,Jack,717,908,1136,1252,9044
2017,Jackson,631,798,1117,1300,14075
2017,Jasper,581,772,966,1064,35710
2017,Jeff,847,1072,1415,1478,2342
2017,Jefferson,685,832,1071,1171,252273
2017,Jim,556,681,898,1079,5300
2017,Jim,621,826,1033,1139,40838
2017,Johnson,770,973,1338,1702,150934
2017,Jones,617,820,1026,1366,20202
2017,Karnes,518,688,992,1144,14824
2017,Kaufman,837,1031,1390,1774,103350
2017,Kendall,906,1106,1508,1949,33410
2017,Kenedy,668,846,1117,1341,416
2017,Kent,538,681,899,1079,808
2017,Kerr,755,871,1133,1201,49625
2017,Kimble,588,745,932,1181,4607
2017,King,793,1004,1256,1591,286
2017,Kinney,570,757,951,1200,3598
2017,Kleberg,593,776,1130,1367,32061
2017,Knox,538,681,899,1079,3719
2017,Lamar,616,713,1000,1256,49793
2017,Lamb,522,681,869,983,13977
2017,Lampasas,543,681,991,1175,19677
2017,La,596,754,1098,1195,6886
2017,Lavaca,513,682,980,1081,19263
2017,Lee,634,802,1167,1271,16612
2017,Leon,512,681,874,1088,16801
2017,Liberty,797,976,1333,1690,75643
2017,Limestone,630,837,1047,1326,23384
2017,Lipscomb,596,688,861,948,3302
2017,Live,538,681,991,1079,11531
2017,Llano,623,765,1040,1212,19301
2017,Loving,584,739,975,1171,82
2017,Lubbock,636,789,1149,1390,278831
2017,Lynn,572,700,961,965,5915
2017,McCulloch,538,681,899,1079,8283
2017,McLennan,617,811,1108,1345,234906
2017,McMullen,584,739,975,1171,707
2017,Madison,528,702,1012,1113,13664
2017,Marion,538,681,852,1079,10546
2017,Martin,601,751,1031,1035,4799
2017,Mason,837,1060,1326,1680,4012
2017,Matagorda,608,741,927,1256,36702
2017,Maverick,611,723,905,1146,54258
2017,Medina,531,706,1028,1138,46006
2017,Menard,611,773,1020,1225,2242
2017,Midland,1206,1520,1902,2095,136872
2017,Milam,554,715,947,1260,24757
2017,Mills,561,746,933,1182,4936
2017,Mitchell,512,681,852,1079,9403
2017,Montague,711,866,1191,1372,19719
2017,Montgomery,797,976,1333,1690,455746
2017,Moore,576,741,927,1242,21904
2017,Morris,550,681,991,1200,12934
2017,Motley,538,681,899,1079,1210
2017,Nacogdoches,672,812,1016,1374,64524
2017,Navarro,638,789,987,1167,47735
2017,Newton,560,681,959,962,14445
2017,Nolan,565,681,868,1079,15216
2017,Nueces,790,991,1315,1511,340223
2017,Ochiltree,648,748,936,1318,10223
2017,Oldham,717,942,1236,1441,2052
2017,Orange,685,832,1071,1171,81837
2017,Palo,586,776,1036,1230,28111
2017,Panola,524,696,881,1204,23796
2017,Parker,770,973,1338,1702,116927
2017,Parmer,590,681,918,1079,10269
2017,Pecos,640,754,951,1195,15507
2017,Polk,561,745,963,1313,45413
2017,Potter,632,828,1088,1306,121073
2017,Presidio,590,681,991,1079,7818
2017,Rains,538,681,991,1079,10914
2017,Randall,632,828,1088,1306,120725
2017,Reagan,590,681,986,1079,3367
2017,Real,590,681,991,1079,3309
2017,Red,512,681,926,1104,12860
2017,Reeves,544,681,913,1079,13783
2017,Refugio,630,727,962,1152,7383
2017,Roberts,584,739,975,1171,929
2017,Robertson,699,845,1230,1489,16622
2017,Rockwall,837,1031,1390,1774,78337
2017,Runnels,514,683,869,941,10501
2017,Rusk,546,726,971,1001,53330
2017,Sabine,538,715,894,1133,10834
2017,San,542,721,972,1143,8865
2017,San,512,681,935,939,26384
2017,San,790,991,1315,1511,64804
2017,San,538,681,991,1200,6131
2017,Schleicher,512,681,991,1079,3461
2017,Scurry,662,838,1091,1477,16921
2017,Shackelford,590,681,991,1200,3378
2017,Shelby,512,681,876,961,25448
2017,Sherman,529,681,959,1079,3034
2017,Smith,696,853,1127,1232,209714
2017,Somervell,551,681,922,1177,8490
2017,Starr,530,681,879,1079,60968
2017,Stephens,512,681,935,939,9630
2017,Sterling,594,752,941,1192,1143
2017,Stonewall,538,681,899,1079,1490
2017,Sutton,590,681,934,1079,4128
2017,Swisher,528,681,888,1079,7854
2017,Tarrant,770,973,1338,1702,1809034
2017,Taylor,617,820,1026,1366,131506
2017,Terrell,582,737,1036,1168,984
2017,Terry,548,729,1061,1155,12651
2017,Throckmorton,538,681,899,1079,1641
2017,Titus,541,719,900,1267,32334
2017,Tom,758,974,1378,1539,110224
2017,Travis,968,1195,1619,1948,1024266
2017,Trinity,565,751,949,1314,14585
2017,Tyler,565,689,1003,1009,21766
2017,Upshur,720,855,1090,1377,39309
2017,Upton,538,681,991,1079,3355
2017,Uvalde,602,695,945,1101,26405
2017,Val,579,743,1082,1133,48879
2017,Van,564,750,1015,1088,52579
2017,Victoria,742,918,1245,1310,86793
2017,Walker,813,938,1251,1653,67861
2017,Waller,797,976,1333,1690,43205
2017,Ward,608,702,918,1113,10658
2017,Washington,718,828,1036,1459,33718
2017,Webb,639,815,1078,1235,250304
2017,Wharton,646,795,995,1138,41280
2017,Wheeler,558,681,852,1079,5410
2017,Wichita,601,761,1063,1341,131500
2017,Wilbarger,525,681,991,1200,13535
2017,Willacy,538,681,991,1079,22134
2017,Williamson,968,1195,1619,1948,422679
2017,Wilson,768,964,1273,1529,42918
2017,Winkler,538,681,852,1079,7110
2017,Wise,685,910,1138,1254,59127
2017,Wood,571,743,1018,1309,41964
2017,Yoakum,538,681,852,1079,7879
2017,Young,525,698,899,962,18550
2017,Zapata,538,681,991,1079,14018
2017,Zavala,590,681,852,1079,11677
2016,Anderson,596,700,896,1222,58458
2016,Andrews,627,814,1172,1291,14786
2016,Angelina,627,726,953,1040,86771
2016,Aransas,667,838,1221,1463,23158
2016,Archer,608,769,1072,1343,9054
2016,Armstrong,622,814,1076,1281,1901
2016,Atascosa,551,728,943,1130,44911
2016,Austin,614,817,1070,1422,28417
2016,Bailey,521,658,865,1044,7165
2016,Bandera,739,929,1222,1430,20485
2016,Bastrop,902,1126,1523,1845,74171
2016,Baylor,492,658,865,1044,3726
2016,Bee,579,733,1068,1145,31861
2016,Bell,585,783,1117,1367,310235
2016,Bexar,739,929,1222,1430,1714773
2016,Blanco,595,789,1104,1378,10497
2016,Borden,548,691,908,1096,641
2016,Bosque,548,658,885,951,18212
2016,Bowie,563,712,893,976,92565
2016,Brazoria,707,870,1149,1519,313166
2016,Brazos,703,862,1250,1449,194851
2016,Brewster,565,756,938,1199,9232
2016,Briscoe,521,658,830,1044,1637
2016,Brooks,521,658,842,1044,7223
2016,Brown,551,689,915,1195,38106
2016,Burleson,703,862,1250,1449,17187
2016,Burnet,605,755,1100,1318,42750
2016,Caldwell,902,1126,1523,1845,38066
2016,Calhoun,628,784,994,1237,21381
2016,Callahan,590,786,975,1333,13544
2016,Cameron,523,678,878,1024,406220
2016,Camp,569,658,932,986,12401
2016,Carson,622,814,1076,1281,6182
2016,Cass,492,658,899,1149,30464
2016,Castro,593,748,928,1186,8062
2016,Chambers,773,948,1291,1650,35096
2016,Cherokee,516,691,942,1003,50845
2016,Childress,583,675,984,1071,7041
2016,Clay,608,769,1072,1343,10752
2016,Cochran,492,658,959,1044,3127
2016,Coke,492,658,817,1044,3320
2016,Coleman,492,658,959,1149,8895
2016,Collin,796,986,1337,1692,782341
2016,Collingsworth,570,719,945,1140,3057
2016,Colorado,504,658,959,1149,20874
2016,Comal,739,929,1222,1430,108472
2016,Comanche,492,658,880,902,13974
2016,Concho,853,1077,1416,1708,4087
2016,Cooke,614,822,1023,1127,38437
2016,Coryell,585,783,1117,1367,75388
2016,Cottle,521,658,865,1044,1505
2016,Crane,521,658,817,1044,4375
2016,Crockett,569,658,865,1044,3719
2016,Crosby,627,798,1163,1393,6059
2016,Culberson,521,658,865,1044,2398
2016,Dallam,569,658,959,1044,6703
2016,Dallas,796,986,1337,1692,2368139
2016,Dawson,509,658,959,1044,13833
2016,Deaf,550,699,948,1067,19372
2016,Delta,521,658,958,1149,5231
2016,Denton,796,986,1337,1692,662614
2016,DeWitt,536,658,932,1044,20097
2016,Dickens,492,658,865,1044,2444
2016,Dimmit,569,658,886,902,9996
